Model,Task,Best epoch,Positive class weight,Train accuracy,Train balanced accuracy,Train ROC-AUC,Train AUPRC,Validation accuracy,Validation balanced accuracy,Validation ROC-AUC,Validation AUPRC,Test accuracy,Test balanced accuracy,Test precision,Test recall,Test F1,Test ROC-AUC,Test AUPRC
FeedForward + ECFP,CT_TOX,3,11.463157894736842,0.90625,0.9442317916002126,0.9815233676477695,0.8106727166815892,0.9324324324324325,0.7608915906788247,0.6737588652482269,0.358335646780512,0.8040540540540541,0.6166666666666667,0.14814814814814814,0.4,0.21621621621621623,0.6789855072463769,0.4060472851874604
