Model,Task,Best epoch,Positive class weight,Trainable fraction (%),Train accuracy,Train balanced accuracy,Train ROC-AUC,Train AUPRC,Validation accuracy,Validation balanced accuracy,Validation ROC-AUC,Validation AUPRC,Test accuracy,Test balanced accuracy,Test precision,Test recall,Test F1,Test ROC-AUC,Test AUPRC
ChemBERT Frozen Encoder,CT_TOX,2,11.463157894736842,0.7095551129106101,0.9045608108108109,0.7367406118602291,0.8563288386254895,0.46886497219094286,0.8716216216216216,0.5932117527862208,0.5511651469098278,0.13862665045089667,0.7702702702702703,0.5521739130434783,0.1,0.3,0.15,0.5978260869565217,0.14574187377562506
