Model,Task,Best epoch,Positive class weight,Train accuracy,Train balanced accuracy,Train ROC-AUC,Train AUPRC,Validation accuracy,Validation balanced accuracy,Validation ROC-AUC,Validation AUPRC,Test accuracy,Test balanced accuracy,Test precision,Test recall,Test F1,Test ROC-AUC,Test AUPRC
Canonical character-level SMILES Embedding,CT_TOX,29,11.463157894736842,0.8175675675675675,0.8768063409211735,0.933202841815282,0.5380056920624587,0.7297297297297297,0.790273556231003,0.899696048632219,0.44407400228295746,0.7905405405405406,0.7949275362318841,0.21621621621621623,0.8,0.3404255319148936,0.9036231884057971,0.40982517482517483
