epoch,optimization_loss,train_loss,validation_loss,train_auprc,validation_auprc,train_roc_auc,validation_roc_auc,train_balanced_accuracy,validation_balanced_accuracy
1,0.8060369410715695,1.0059073121865858,0.8930034460499883,0.34047322276359177,0.11317553414327607,0.8051858295877434,0.7122593718338399,0.5,0.5
2,0.9198326977485841,0.745581766231791,0.7391298700124025,0.47265083066207864,0.11490924437738192,0.8705765791890194,0.6818642350557244,0.5455318737615389,0.5
3,0.773750308485752,0.5813464001450386,0.8243631474673748,0.649750745189045,0.09473888084633009,0.9321589096708713,0.5947315096251267,0.5876371369194335,0.5
