epoch,optimization_loss,train_loss,validation_loss,train_auprc,validation_auprc,train_roc_auc,validation_roc_auc,train_balanced_accuracy,validation_balanced_accuracy
1,1.232992533657297,0.584714787936694,0.6628266640007496,0.3738662398681287,0.08523941158930876,0.8228940118892273,0.5075987841945289,0.5901454738775312,0.5572441742654508
2,0.8786813950345449,0.5315319778888512,0.8155246943235397,0.46886497219094286,0.13862665045089667,0.8563288386254895,0.5511651469098278,0.7367406118602291,0.5932117527862208
3,0.861097485702123,0.9188578522550194,0.6952222539111972,0.4058765238491962,0.12403452259590367,0.8274467159634624,0.7152988855116515,0.5814557053791504,0.4858156028368794
