Model,Task,Best epoch,Positive class weight,Train accuracy,Train balanced accuracy,Train ROC-AUC,Train AUPRC,Validation accuracy,Validation balanced accuracy,Validation ROC-AUC,Validation AUPRC,Test accuracy,Test balanced accuracy,Test precision,Test recall,Test F1,Test ROC-AUC,Test AUPRC
Character-level SMILES Embedding,CT_TOX,18,11.463157894736842,0.9577702702702703,0.9482190324295587,0.9938330675172781,0.9537897621380236,0.9594594594594594,0.9108409321175278,0.9868287740628165,0.907142857142857,0.9662162162162162,0.9355072463768116,0.6923076923076923,0.9,0.782608695652174,0.9876811594202899,0.8955814354727397
