Model,Task,Best epoch,Positive class weight,Trainable fraction (%),Train accuracy,Train balanced accuracy,Train ROC-AUC,Train AUPRC,Validation accuracy,Validation balanced accuracy,Validation ROC-AUC,Validation AUPRC,Test accuracy,Test balanced accuracy,Test precision,Test recall,Test F1,Test ROC-AUC,Test AUPRC
ChemBERT Partial Fine-Tuning,CT_TOX,2,11.463157894736842,9.203020766155593,0.9239864864864865,0.5455318737615389,0.8705765791890194,0.47265083066207864,0.9527027027027027,0.5,0.6818642350557244,0.11490924437738192,0.9391891891891891,0.55,1.0,0.1,0.18181818181818182,0.5210144927536231,0.25836671986445037
